theme;topic;word;topic_id
jurisprudence;social_human_rights;diskrimineringslagen;3
jurisprudence;social_human_rights;diskrimineringslagstiftningen;3
jurisprudence;social_human_rights;diskrimineringsombudsman;3
jurisprudence;social_human_rights;diskrimineringsombudsmannen;3
jurisprudence;social_human_rights;diskrimineringsutredningen;3
jurisprudence;social_human_rights;europakonventionen;3
jurisprudence;social_human_rights;fnkonvention;3
jurisprudence;social_human_rights;fnkonventioner;3
jurisprudence;social_human_rights;handikappombudsmannen;3
jurisprudence;social_human_rights;handikappråd;3
jurisprudence;social_human_rights;hatbrott;3
jurisprudence;social_human_rights;hbtq_rättigheter;3
jurisprudence;social_human_rights;hets_mot_folkgrupp;3
jurisprudence;social_human_rights;homosexuella_sambor;3
jurisprudence;social_human_rights;human_rights;3
jurisprudence;social_human_rights;humanitära_skäl;3
jurisprudence;social_human_rights;jämställdhetsminister;3
jurisprudence;social_human_rights;jämställdhetsministern;3
jurisprudence;social_human_rights;jämställdhetsombudsmannen;3
jurisprudence;social_human_rights;könsdiskriminerande_reklam;3
jurisprudence;social_human_rights;könsdiskriminering;3
jurisprudence;social_human_rights;könsdiskrimineringen;3
jurisprudence;social_human_rights;könsneutrala_äktenskap;3
jurisprudence;social_human_rights;medborgarrättigheter;3
jurisprudence;social_human_rights;minoritetsrättigheter;3
jurisprudence;social_human_rights;människorättsorganisation;3
jurisprudence;social_human_rights;mänskliga_rättigheter;3
jurisprudence;social_human_rights;mänskligheten;3
jurisprudence;social_human_rights;rasdiskriminerande;3
jurisprudence;social_human_rights;rasdiskriminering;3
jurisprudence;social_human_rights;rasdiskrimineringens;3
jurisprudence;social_human_rights;registrerat_partnerskap;3
jurisprudence;social_human_rights;rättighet;3
jurisprudence;social_human_rights;rättigheter;3
jurisprudence;social_human_rights;röda_korset;3
jurisprudence;social_human_rights;steriliseringskrav;3
jurisprudence;social_human_rights;tortyr;3
jurisprudence;social_human_rights;unicef;3
jurisprudence;social_human_rights;åldersdiskriminering;3
jurisprudence;social_human_rights;åldersdiskrimineringen;3
health;disease;astma;4
health;disease;diabetes;4
health;disease;dement;4
health;disease;kronisk;4
health;disease;demens;4
health;disease;aids;4
health;disease;cancer;4
health;disease;depression;4
health;disease;diagnos;4
health;disease;gonorr;4
health;disease;hiv;4
health;disease;hjärtattack;4
health;disease;stroke;4
health;disease;hjärtinfarkt;4
health;disease;hpv;4
health;disease;klamydia;4
health;disease;könsdysfori;4
health;disease;könssjukdomar;4
health;disease;sjuk;4
health;disease;sjukdom;4
health;disease;sjukskriven;4
health;disease;syfilis;4
health;healthcare;hälsovårdsministern;5
health;healthcare;kondom;5
health;healthcare;landstingen;5
health;healthcare;medicinalstyrelsen;5
health;healthcare;p_piller;5
health;healthcare;p_spruta;5
health;healthcare;p_stav;5
health;healthcare;pessar;5
health;healthcare;preventivmedel;5
health;healthcare;regioner;5
health;healthcare;sjukförsäkringslagen;5
health;healthcare;sjukhus;5
health;healthcare;sjukvårdsfrågorna;5
health;healthcare;sjukvårdsminister;5
health;healthcare;sjukvårdspolitik;5
health;healthcare;sjukvårdspolitiken;5
health;healthcare;sjukvårdspolitisk;5
health;healthcare;sjukvårdspolitiska;5
health;healthcare;socialförsäkringsminister;5
health;healthcare;socialminister;5
health;healthcare;socialministern;5
health;healthcare;socialstyrelsen;5
health;healthcare;spiral;5
health;healthcare;sterilisering;5
health;healthcare;vård_och_omsorg;5
health;healthcare;vårdpolitiken;5
health;healthcare;äldreomsorg;5
health;healthcare;äldreomsorgen;5
health;healthcare;äldreomsorgsminister;5
health;healthcare;äldrepolitik;5
morality;religion;bibeln;6
morality;religion;böneutrop;6
morality;religion;familj;6
morality;religion;helgmålsringning;6
morality;religion;imam;6
morality;religion;islam;6
morality;religion;islamisk;6
morality;religion;koranen;6
morality;religion;kristendom;6
morality;religion;kristna;6
morality;religion;kyrkoherde;6
morality;religion;kärnfamilj;6
morality;religion;moske;6
morality;religion;muslimska;6
morality;religion;profeten_mohammed;6
morality;religion;promiskuitet;6
morality;religion;präster;6
morality;religion;rabbin;6
morality;religion;ramadan;6
morality;religion;sodomi;6
morality;religion;påve;6
morality;religion;påven;6
morality;religion;sveriges_muslimska_råd;6
morality;religion;synagoga;6
morality;moral;anständig;7
morality;moral;berömvärd;7
morality;moral;etik;7
morality;moral;heligt;7
morality;moral;moral;7
morality;moral;oanständig;7
morality;moral;oheligt;7
morality;moral;omoralisk;7
morality;moral;oskuldsfull;7
morality;moral;principer;7
morality;moral;synd;7
morality;moral;ärlig;7
education;education;daghem;8
education;education;elever;8
education;education;förskolepolitik;8
education;education;förskoleverksamhet;8
education;education;kunnig;8
education;education;kunskap;8
education;education;lärare;8
education;education;lärdom;8
education;education;lärdomar;8
education;education;okunnig;8
education;education;rektor;8
education;education;sex_och_samlevnad;8
education;education;sexual_och_samlevnadsundervisning;8
education;education;sexualkunskap;8
education;education;skola;8
education;education;skolfrågor;8
education;education;skollagen;8
education;education;skollagens;8
education;education;skolminister;8
education;education;skolministerns;8
education;education;skolmyndighet;8
education;education;skolpolitiken;8
education;education;skolpolitisk;8
education;education;skolverket;8
education;education;skolöverstyrelse;8
education;education;studenter;8
education;education;undervisning;8
education;education;utbildas;8
education;education;utbildning;8
education;education;utbildningsminister;8
education;education;utbildningsministern;8
relationship;relationship;flickvän;9
relationship;relationship;förhållanden;9
relationship;relationship;pojkvän;9
relationship;relationship;sambo;9
relationship;relationship;samboende;9
relationship;relationship;samlevnad;9
relationship;relationship;registrerat_partnerskap;9
relationship;relationship;förlova;9
relationship;relationship;förlovning;9
relationship;relationship;änka;9
relationship;relationship;gifta_sig;9
relationship;relationship;partner;9
relationship;relationship;änkling;9
relationship;relationship;skilja;9
relationship;relationship;skilsmässa;9
relationship;relationship;äktenskap;9
relationship;family;barnbarn;10
relationship;family;barnfamilj;10
relationship;family;barnfamiljerna;10
relationship;family;bror;10
relationship;family;ensamstående;10
relationship;family;ensamstående_mammor;10
relationship;family;ensamstående_mödrar;10
relationship;family;ensamstående_pappor;10
relationship;family;farföräldrar;10
relationship;family;farmor;10
relationship;family;förälder;10
relationship;family;föräldrar;10
relationship;family;gifta;10
relationship;family;hustru;10
relationship;family;lillasyster;10
relationship;family;lillebror;10
relationship;family;maka;10
relationship;family;make;10
relationship;family;mamma;10
relationship;family;morfar;10
relationship;family;morföräldrar;10
relationship;family;mormor;10
relationship;family;pappa;10
relationship;family;storasyster;10
relationship;family;storebror;10
relationship;family;syskon;10
relationship;family;syster;10
other;countries;palestina;11
other;countries;Albanien;11
other;countries;Algeriet;11
other;countries;Andorra;11
other;countries;Angola;11
other;countries;Antigua_och_Barbuda;11
other;countries;Argentina;11
other;countries;Armenien;11
other;countries;Australien;11
other;countries;Azerbajdzjan;11
other;countries;Bahamas;11
other;countries;Bahrain;11
other;countries;Bangladesh;11
other;countries;Barbados;11
other;countries;Belarus;11
other;countries;Belgien;11
other;countries;Belize;11
other;countries;Benin;11
other;countries;Bhutan;11
other;countries;Bolivia;11
other;countries;Bosnien och Hercegovina;11
other;countries;Botswana;11
other;countries;Brasilien;11
other;countries;Brunei;11
other;countries;Bulgarien;11
other;countries;Burkina_Faso;11
other;countries;Burundi;11
other;countries;Centralafrikanska_republiken;11
other;countries;Chile;11
other;countries;Colombia;11
other;countries;Costa_Rica;11
other;countries;Cypern;11
other;countries;Danmark;11
other;countries;Djibouti;11
other;countries;Dominica;11
other;countries;Dominikanska_republiken;11
other;countries;Ecuador;11
other;countries;Egypten;11
other;countries;Ekvatorialguinea;11
other;countries;Elfenbenskusten;11
other;countries;El_Salvador;11
other;countries;Eritrea;11
other;countries;Estland;11
other;countries;Etiopien;11
other;countries;Fiji;11
other;countries;Filippinerna;11
other;countries;Finland;11
other;countries;Frankrike;11
other;countries;Förenade_Arabemiraten;11
other;countries;Gabon;11
other;countries;Gambia;11
other;countries;Georgien;11
other;countries;Ghana;11
other;countries;Grekland;11
other;countries;Grenada;11
other;countries;Guatemala;11
other;countries;Guinea;11
other;countries;Guinea-Bissau;11
other;countries;Guyana;11
other;countries;Haiti;11
other;countries;Honduras;11
other;countries;Indien;11
other;countries;Indonesien;11
other;countries;Irak;11
other;countries;Iran;11
other;countries;Irland;11
other;countries;Island;11
other;countries;Israel;11
other;countries;Italien;11
other;countries;Jamaica;11
other;countries;Japan;11
other;countries;Jemen;11
other;countries;Jordanien;11
other;countries;Kambodja;11
other;countries;Kamerun;11
other;countries;Kanada;11
other;countries;Kap_Verde;11
other;countries;Kazakstan;11
other;countries;Kenya;11
other;countries;Kina;11
other;countries;Kirgizistan;11
other;countries;Kiribati;11
other;countries;Komorerna;11
other;countries;Kongo-Brazzaville;11
other;countries;Kongo-Kinshasa;11
other;countries;Kroatien;11
other;countries;Kuba;11
other;countries;kosovo;11
other;countries;Kuwait;11
other;countries;Laos;11
other;countries;Lesotho;11
other;countries;Lettland;11
other;countries;Libanon;11
other;countries;Liberia;11
other;countries;Libyen;11
other;countries;Liechtenstein;11
other;countries;Litauen;11
other;countries;Luxemburg;11
other;countries;Madagaskar;11
other;countries;Malawi;11
other;countries;Malaysia;11
other;countries;Maldiverna;11
other;countries;Mali;11
other;countries;Malta;11
other;countries;Marocko;11
other;countries;Marshallöarna;11
other;countries;Mauretanien;11
other;countries;Mauritius;11
other;countries;Mexiko;11
other;countries;Mikronesiska_federationen;11
other;countries;Moçambique;11
other;countries;Moldavien;11
other;countries;Monaco;11
other;countries;Montenegro;11
other;countries;Mongoliet;11
other;countries;Myanmar;11
other;countries;Namibia;11
other;countries;Nauru;11
other;countries;Nederländerna;11
other;countries;Nepal;11
other;countries;Nicaragua;11
other;countries;Niger;11
other;countries;Nigeria;11
other;countries;Nordkorea;11
other;countries;Nordmakedonien;11
other;countries;Norge;11
other;countries;Nya_Zeeland;11
other;countries;Oman;11
other;countries;Pakistan;11
other;countries;Palau;11
other;countries;Panama;11
other;countries;Papua_Nya_Guinea;11
other;countries;Paraguay;11
other;countries;Peru;11
other;countries;Polen;11
other;countries;Portugal;11
other;countries;Qatar;11
other;countries;Rumänien;11
other;countries;Rwanda;11
other;countries;Ryssland;11
other;countries;Saint_Kitts_och_Nevis;11
other;countries;Saint_Lucia;11
other;countries;Saint_Vincent_och_Grenadinerna;11
other;countries;Salomonöarna;11
other;countries;Samoa;11
other;countries;San_Marino;11
other;countries;São_Tomé_och_Príncipe;11
other;countries;Saudiarabien;11
other;countries;Schweiz;11
other;countries;Senegal;11
other;countries;Seychellerna;11
other;countries;Serbien;11
other;countries;Sierra_Leone;11
other;countries;Singapore;11
other;countries;Slovakien;11
other;countries;Slovenien;11
other;countries;Somalia;11
other;countries;Spanien;11
other;countries;Sri_Lanka;11
other;countries;Storbritannien;11
other;countries;Sudan;11
other;countries;Surinam;11
other;countries;Sverige;11
other;countries;Swaziland;11
other;countries;Sydafrika;11
other;countries;Sydkorea;11
other;countries;Sydsudan;11
other;countries;Syrien;11
other;countries;Tadzjikistan;11
other;countries;Tanzania;11
other;countries;Tchad;11
other;countries;Thailand;11
other;countries;Tjeckien;11
other;countries;Togo;11
other;countries;Tonga;11
other;countries;Trinidad_och_Tobago;11
other;countries;Tunisien;11
other;countries;Turkiet;11
other;countries;Turkmenistan;11
other;countries;Tuvalu;11
other;countries;Tyskland;11
other;countries;Uganda;11
other;countries;Ukraina;11
other;countries;Ungern;11
other;countries;Uruguay;11
other;countries;USA;11
other;countries;Uzbekistan;11
other;countries;Vanuatu;11
other;countries;Vatikanstaten;11
other;countries;Venezuela;11
other;countries;Vietnam;11
other;countries;Zambia;11
other;countries;Zimbabwe;11
other;countries;Österrike;11
other;countries;Östtimor;11
other;conflicts;hamas;12
other;conflicts;gaza;12
other;conflicts;israel;12
other;conflicts;palestinska;12
other;conflicts;israeliska;12
other;conflicts;kosovo;12
other;conflicts;serbien;12
other;conflicts;Centralafrikanska_republiken;12
other;conflicts;sudan;12
other;conflicts;sydsudan;12
other;conflicts;israels;12
other;international_politics;polen;13
other;international_politics;pis;13
other;international_politics;ungern;13
other;international_politics;viktor_orban;13
other;international_politics;ungerska;13
other;international_politics;polska;13
other;international_politics;polens;13
other;international_politics;ungerns;13
other;drugs;narkotika;14
other;drugs;droger;14
other;drugs;cannabis;14
other;drugs;missbrukare;14
other;drugs;tullen;14
other;drugs;amfetamin;14
other;drugs;LVM;14
other;drugs;lagen_om_vård_av_missbrukare;14
other;drugs;kokain;14
other;drugs;marijuana;14
other;drugs;THC;14
other;drugs;ecstasy;14
other;drugs;mdma;14
other;drugs;knark;14
other;drugs;lsd;14
other;drugs;hasch ;14
