theme,topic,word,topic_id
jurisprudence,social_human_rights,diskrimineringslagen,3
jurisprudence,social_human_rights,diskrimineringslagstiftningen,3
jurisprudence,social_human_rights,diskrimineringsombudsman,3
jurisprudence,social_human_rights,diskrimineringsombudsmannen,3
jurisprudence,social_human_rights,diskrimineringsutredningen,3
jurisprudence,social_human_rights,europakonventionen,3
jurisprudence,social_human_rights,fnkonvention,3
jurisprudence,social_human_rights,fnkonventioner,3
jurisprudence,social_human_rights,handikappombudsmannen,3
jurisprudence,social_human_rights,handikappråd,3
jurisprudence,social_human_rights,hatbrott,3
jurisprudence,social_human_rights,hbtq_rättigheter,3
jurisprudence,social_human_rights,hets_mot_folkgrupp,3
jurisprudence,social_human_rights,homosexuella_sambor,3
jurisprudence,social_human_rights,human_rights,3
jurisprudence,social_human_rights,humanitära_skäl,3
jurisprudence,social_human_rights,jämställdhetsminister,3
jurisprudence,social_human_rights,jämställdhetsministern,3
jurisprudence,social_human_rights,jämställdhetsombudsmannen,3
jurisprudence,social_human_rights,könsdiskriminerande_reklam,3
jurisprudence,social_human_rights,könsdiskriminering,3
jurisprudence,social_human_rights,könsdiskrimineringen,3
jurisprudence,social_human_rights,könsneutrala_äktenskap,3
jurisprudence,social_human_rights,medborgarrättigheter,3
jurisprudence,social_human_rights,minoritetsrättigheter,3
jurisprudence,social_human_rights,människorättsorganisation,3
jurisprudence,social_human_rights,mänskliga_rättigheter,3
jurisprudence,social_human_rights,mänskligheten,3
jurisprudence,social_human_rights,rasdiskriminerande,3
jurisprudence,social_human_rights,rasdiskriminering,3
jurisprudence,social_human_rights,rasdiskrimineringens,3
jurisprudence,social_human_rights,registrerat_partnerskap,3
jurisprudence,social_human_rights,rättighet,3
jurisprudence,social_human_rights,rättigheter,3
jurisprudence,social_human_rights,röda_korset,3
jurisprudence,social_human_rights,steriliseringskrav,3
jurisprudence,social_human_rights,tortyr,3
jurisprudence,social_human_rights,unicef,3
jurisprudence,social_human_rights,åldersdiskriminering,3
jurisprudence,social_human_rights,åldersdiskrimineringen,3
health,disease,aids,4
health,disease,cancer,4
health,disease,depression,4
health,disease,diagnos,4
health,disease,gonorr,4
health,disease,hiv,4
health,disease,hjärtattack,4
health,disease,hpv,4
health,disease,klamydia,4
health,disease,könsdysfori,4
health,disease,könssjukdomar,4
health,disease,sjuk,4
health,disease,sjukdom,4
health,disease,sjukskriven,4
health,disease,syfilis,4
health,healthcare,hälsovårdsministern,5
health,healthcare,kondom,5
health,healthcare,landstingen,5
health,healthcare,medicinalstyrelsen,5
health,healthcare,p_piller,5
health,healthcare,p_spruta,5
health,healthcare,p_stav,5
health,healthcare,pessar,5
health,healthcare,preventivmedel,5
health,healthcare,regioner,5
health,healthcare,sjukförsäkringslagen,5
health,healthcare,sjukhus,5
health,healthcare,sjukvårdsfrågorna,5
health,healthcare,sjukvårdsminister,5
health,healthcare,sjukvårdspolitik,5
health,healthcare,sjukvårdspolitiken,5
health,healthcare,sjukvårdspolitisk,5
health,healthcare,sjukvårdspolitiska,5
health,healthcare,socialförsäkringsminister,5
health,healthcare,socialminister,5
health,healthcare,socialministern,5
health,healthcare,socialstyrelsen,5
health,healthcare,spiral,5
health,healthcare,sterilisering,5
health,healthcare,vård_och_omsorg,5
health,healthcare,vårdpolitiken,5
health,healthcare,äldreomsorg,5
health,healthcare,äldreomsorgen,5
health,healthcare,äldreomsorgsminister,5
health,healthcare,äldrepolitik,5
morality,religion,bibeln,6
morality,religion,böneutrop,6
morality,religion,familj,6
morality,religion,helgmålsringning,6
morality,religion,imam,6
morality,religion,islam,6
morality,religion,islamisk,6
morality,religion,koranen,6
morality,religion,kristendom,6
morality,religion,kristna,6
morality,religion,kyrkoherde,6
morality,religion,kärnfamilj,6
morality,religion,moske,6
morality,religion,muslimska,6
morality,religion,profeten_muhammed,6
morality,religion,promiskuitet,6
morality,religion,präster,6
morality,religion,rabin,6
morality,religion,ramadan,6
morality,religion,sodomi,6
morality,religion,sveriges_muslimskaråd,6
morality,religion,synagoga,6
morality,moral,anständig,7
morality,moral,berömvärd,7
morality,moral,etik,7
morality,moral,heligt,7
morality,moral,moral,7
morality,moral,oanständig,7
morality,moral,oheligt,7
morality,moral,omoralisk,7
morality,moral,oskuldsfull,7
morality,moral,principer,7
morality,moral,synd,7
morality,moral,ärlig,7
education,education,daghem,8
education,education,elever,8
education,education,förskolepolitik,8
education,education,förskoleverksamhet,8
education,education,kunnig,8
education,education,kunskap,8
education,education,lärare,8
education,education,lärdom,8
education,education,lärdomar,8
education,education,okunnig,8
education,education,rektor,8
education,education,sex_och_samlevnad,8
education,education,sexual_och_samlevnadsundervisning,8
education,education,sexualkunskap,8
education,education,skola,8
education,education,skolfrågor,8
education,education,skollagen,8
education,education,skollagens,8
education,education,skolminister,8
education,education,skolministerns,8
education,education,skolmyndighet,8
education,education,skolpolitiken,8
education,education,skolpolitisk,8
education,education,skolverket,8
education,education,skolöverstyrelse,8
education,education,studenter,8
education,education,undervisning,8
education,education,utbildas,8
education,education,utbildning,8
education,education,utbildningsminister,8
education,education,utbildningsministern,8
relationship,relationship,flickvän,9
relationship,relationship,förhållanden,9
relationship,relationship,pojkvän,9
relationship,relationship,sambo,9
relationship,relationship,samboende,9
relationship,relationship,samlevnad,9
relationship,relationship,äktenskap,9
relationship,family,barnbarn,10
relationship,family,barnfamilj,10
relationship,family,barnfamiljerna,10
relationship,family,bror,10
relationship,family,ensamstående,10
relationship,family,ensamstående_mammor,10
relationship,family,ensamstående_mödrar,10
relationship,family,ensamstående_pappor,10
relationship,family,farföräldrar,10
relationship,family,farmor,10
relationship,family,förälder,10
relationship,family,föräldrar,10
relationship,family,gifta,10
relationship,family,hustru,10
relationship,family,lillasyster,10
relationship,family,lillebror,10
relationship,family,maka,10
relationship,family,make,10
relationship,family,mamma,10
relationship,family,morfar,10
relationship,family,morföräldrar,10
relationship,family,mormor,10
relationship,family,pappa,10
relationship,family,storasyster,10
relationship,family,storebror,10
relationship,family,syskon,10
relationship,family,syster,10
