theme;topic;word;topic_id
jurisprudence;crime;kriminellt;7
jurisprudence;crime;kriminella;7
jurisprudence;crime;brottslighet;7
jurisprudence;crime;böter;7
jurisprudence;crime;kriminell;7
jurisprudence;crime;antasta;7
jurisprudence;crime;beroendeställning;7
jurisprudence;crime;bevistalan;7
jurisprudence;crime;bilstöld;7
jurisprudence;crime;bostadsinbrott;7
jurisprudence;crime;brottslighet;7
jurisprudence;crime;brottsligheten;7
jurisprudence;crime;brottsligt;7
jurisprudence;crime;cykelstöld;7
jurisprudence;crime;dagsböter;7
jurisprudence;crime;diskriminering;7
jurisprudence;crime;fotboja;7
jurisprudence;crime;företagsbot;7
jurisprudence;crime;grooming;7
jurisprudence;crime;incest;7
jurisprudence;crime;justitieminister;7
jurisprudence;crime;kriminalitet;7
jurisprudence;crime;kriminaliteten;7
jurisprudence;crime;kriminalpolitik;7
jurisprudence;crime;kriminell;7
jurisprudence;crime;livstidsstraff;7
jurisprudence;crime;misshandel;7
jurisprudence;crime;narkotikabrott;7
jurisprudence;crime;narkotikasmuggling;7
jurisprudence;crime;ofredande;7
jurisprudence;crime;otukt;7
jurisprudence;crime;personrån;7
jurisprudence;crime;polischefen;7
jurisprudence;crime;polismyndigheten;7
jurisprudence;crime;prostitution;7
jurisprudence;crime;rikspolisstyrelsen;7
jurisprudence;crime;rättspsykiatrisk;7
jurisprudence;crime;samhällstjänst;7
jurisprudence;crime;sexualbrott;7
jurisprudence;crime;sexuellt_våld;7
jurisprudence;crime;skadestånd;7
jurisprudence;crime;skyddstillsyn;7
jurisprudence;crime;säkerhetspolisen;7
jurisprudence;crime;tafsa;7
jurisprudence;crime;tidelag;7
jurisprudence;crime;trakasserier;7
jurisprudence;crime;ungdomstjänst;7
jurisprudence;crime;ungdomsvård;7
jurisprudence;crime;villkorlig_dom;7
jurisprudence;crime;villkorlig_frigivning;7
jurisprudence;crime;våldtäkt;7
jurisprudence;crime;övergrepp;7
jurisprudence;crime;offer;7
jurisprudence;crime;charlie_hebdo;7
jurisprudence;crime;åklagaren;7
jurisprudence;crime;misstänkt;7
jurisprudence;crime;grovt_brott;7
jurisprudence;crime;tingsrätt;7
jurisprudence;crime;hovrätt;7
jurisprudence;crime;högsta_domstolen;7
jurisprudence;crime;mord;7
jurisprudence;crime;mördare;7
jurisprudence;crime;dråp;7
jurisprudence;crime;åtala;7
jurisprudence;crime;åtalas;7
jurisprudence;crime;misstanke;7
jurisprudence;crime;åtalade;7
jurisprudence;crime;häktad;7
jurisprudence;crime;häktas;7
jurisprudence;crime;häktning;7
jurisprudence;crime;fängelse;7
jurisprudence;crime;åtal;7
jurisprudence;crime;åklagare;7
jurisprudence;crime;brottsmisstanke;7
jurisprudence;crime;gärningsman;7
jurisprudence;crime;alhem;7
jurisprudence;crime;svenerik_alhem;7
jurisprudence;crime;kammaråklagare;7
jurisprudence;crime;yppandeförbud;7
jurisprudence;crime;omhäktningsförhandling;7
jurisprudence;crime;jisander;7
jurisprudence;crime;thomas_jisander;7
jurisprudence;crime;misstankegraden;7
jurisprudence;crime;misstankegrad;7
jurisprudence;crime;penningtvätt;7
jurisprudence;crime;penningtvättsbrott;7
jurisprudence;crime;riksenheten;7
jurisprudence;crime;brottsmisstanken;7
jurisprudence;crime;asap;7
jurisprudence;crime;asap_rocky;7
jurisprudence;crime;sevo;7
jurisprudence;crime;milan_sevo;7
jurisprudence;crime;åklagarkammaren;7
jurisprudence;crime;omhäktades;7
jurisprudence;decriminalization;avkriminalisering;8
jurisprudence;decriminalization;legalisering;8
jurisprudence;decriminalization;prostitution;8
jurisprudence;social_human_rights;allmän_rösträtt;9
jurisprudence;social_human_rights;jämlikhet;9
jurisprudence;social_human_rights;jämställdhet;9
jurisprudence;social_human_rights;rösträtt;9
jurisprudence;social_human_rights;amnesty_international;9
jurisprudence;social_human_rights;antidiskriminering;9
jurisprudence;social_human_rights;barnkonventionen;9
jurisprudence;social_human_rights;diskrimineringslag;9
jurisprudence;social_human_rights;diskrimineringslagen;9
jurisprudence;social_human_rights;diskrimineringslagstiftningen;9
jurisprudence;social_human_rights;diskrimineringsombudsman;9
jurisprudence;social_human_rights;diskrimineringsombudsmannen;9
jurisprudence;social_human_rights;diskrimineringsutredningen;9
jurisprudence;social_human_rights;europakonventionen;9
jurisprudence;social_human_rights;fnkonvention;9
jurisprudence;social_human_rights;fnkonventioner;9
jurisprudence;social_human_rights;handikappombudsmannen;9
jurisprudence;social_human_rights;handikappråd;9
jurisprudence;social_human_rights;hatbrott;9
jurisprudence;social_human_rights;hbtq_rättigheter;9
jurisprudence;social_human_rights;hets_mot_folkgrupp;9
jurisprudence;social_human_rights;homosexuella_sambor;9
jurisprudence;social_human_rights;human_rights;9
jurisprudence;social_human_rights;humanitära_skäl;9
jurisprudence;social_human_rights;jämställdhetsminister;9
jurisprudence;social_human_rights;jämställdhetsministern;9
jurisprudence;social_human_rights;jämställdhetsombudsmannen;9
jurisprudence;social_human_rights;könsdiskriminerande_reklam;9
jurisprudence;social_human_rights;könsdiskriminering;9
jurisprudence;social_human_rights;könsdiskrimineringen;9
jurisprudence;social_human_rights;könsneutrala_äktenskap;9
jurisprudence;social_human_rights;medborgarrättigheter;9
jurisprudence;social_human_rights;minoritetsrättigheter;9
jurisprudence;social_human_rights;människorättsorganisation;9
jurisprudence;social_human_rights;mänskliga_rättigheter;9
jurisprudence;social_human_rights;mänskligheten;9
jurisprudence;social_human_rights;rasdiskriminerande;9
jurisprudence;social_human_rights;rasdiskriminering;9
jurisprudence;social_human_rights;rasdiskrimineringens;9
jurisprudence;social_human_rights;registrerat_partnerskap;9
jurisprudence;social_human_rights;rättighet;9
jurisprudence;social_human_rights;rättigheter;9
jurisprudence;social_human_rights;röda_korset;9
jurisprudence;social_human_rights;steriliseringskrav;9
jurisprudence;social_human_rights;tortyr;9
jurisprudence;social_human_rights;unicef;9
jurisprudence;social_human_rights;åldersdiskriminering;9
jurisprudence;social_human_rights;åldersdiskrimineringen;9
jurisprudence;social_human_rights;rasistiska ;9
jurisprudence;social_human_rights;rasism;9
jurisprudence;social_human_rights;antisemitiska;9
jurisprudence;social_human_rights;islamofob;9
jurisprudence;social_human_rights;islamofobi;9
jurisprudence;social_human_rights;minoritet;9
jurisprudence;social_human_rights;minoriteter;9
jurisprudence;social_human_rights;antisemitism;9
jurisprudence;social_human_rights;nazistiska;9
jurisprudence;social_human_rights;hat;9
jurisprudence;social_human_rights;rasistiska;9
jurisprudence;social_human_rights;nazisterna;9
jurisprudence;social_human_rights;nazismen;9
jurisprudence;social_human_rights;nazister;9
jurisprudence;social_human_rights;antisemitismen ;9
jurisprudence;social_human_rights;högerextrema ;9
jurisprudence;social_human_rights;nazisternas;9
jurisprudence;social_human_rights;ras;9
jurisprudence;social_human_rights;etnicitet;9
health;disease;covid-19;10
health;disease;coronavirus;10
health;disease;corona;10
health;disease;deltavarianten;10
health;disease;covid;10
health;disease;astma;10
health;disease;diabetes;10
health;disease;dement;10
health;disease;kronisk;10
health;disease;demens;10
health;disease;aids;10
health;disease;cancer;10
health;disease;depression;10
health;disease;diagnos;10
health;disease;gonorr;10
health;disease;hiv;10
health;disease;hjärtattack;10
health;disease;stroke;10
health;disease;hjärtinfarkt;10
health;disease;hpv;10
health;disease;klamydia;10
health;disease;könsdysfori;10
health;disease;könssjukdomar;10
health;disease;sjuk;10
health;disease;sjukdom;10
health;disease;sjukskriven;10
health;disease;syfilis;10
health;disease;smitta;10
health;disease;pandemi;10
health;disease;pandemin;10
health;disease;epidemi;10
health;disease;epidemin;10
health;disease;smittan;10
health;disease;virus;10
health;disease;viruset;10
health;healthcare;fhm;11
health;healthcare;statsepidemiolog;11
health;healthcare;fullvaccinerade;11
health;healthcare;smittspridningen;11
health;healthcare;folkhälsomyndigheten;11
health;healthcare;smittspridning;11
health;healthcare;vaccinet;11
health;healthcare;tegnell;11
health;healthcare;vaccin;11
health;healthcare;vaccinera;11
health;healthcare;vaccination;11
health;healthcare;hälsovårdsministern;11
health;healthcare;kondom;11
health;healthcare;landstingen;11
health;healthcare;medicinalstyrelsen;11
health;healthcare;p_piller;11
health;healthcare;p_spruta;11
health;healthcare;p_stav;11
health;healthcare;pessar;11
health;healthcare;preventivmedel;11
health;healthcare;regioner;11
health;healthcare;sjukförsäkringslagen;11
health;healthcare;sjukhus;11
health;healthcare;sjukvårdsfrågorna;11
health;healthcare;sjukvårdsminister;11
health;healthcare;sjukvårdspolitik;11
health;healthcare;sjukvårdspolitiken;11
health;healthcare;sjukvårdspolitisk;11
health;healthcare;sjukvårdspolitiska;11
health;healthcare;socialförsäkringsminister;11
health;healthcare;socialminister;11
health;healthcare;socialministern;11
health;healthcare;socialstyrelsen;11
health;healthcare;spiral;11
health;healthcare;sterilisering;11
health;healthcare;vård_och_omsorg;11
health;healthcare;vårdpolitiken;11
health;healthcare;äldreomsorg;11
health;healthcare;äldreomsorgen;11
health;healthcare;äldreomsorgsminister;11
health;healthcare;äldrepolitik;11
morality;religion;kristen;12
morality;religion;bibeln;12
morality;religion;böneutrop;12
morality;religion;helgmålsringning;12
morality;religion;imam;12
morality;religion;islam;12
morality;religion;islamisk;12
morality;religion;koranen;12
morality;religion;kristendom;12
morality;religion;kristna;12
morality;religion;kyrkoherde;12
morality;religion;kärnfamilj;12
morality;religion;moske;12
morality;religion;muslimska;12
morality;religion;profeten_mohammed;12
morality;religion;promiskuitet;12
morality;religion;präster;12
morality;religion;rabbin;12
morality;religion;ramadan;12
morality;religion;sodomi;12
morality;religion;påve;12
morality;religion;påven;12
morality;religion;synagogor;12
morality;religion;synagogan;12
morality;religion;sveriges_muslimska_råd;12
morality;religion;judiska;12
morality;religion;judar;12
morality;religion;judarna;12
morality;religion;muslimer;12
morality;religion;religiösa;12
morality;religion;judiska;12
morality;religion;religion;12
morality;religion;jude;12
morality;religion;antisemitiska;12
morality;religion;antisemitism;12
morality;religion;islamofobi;12
morality;religion;synagoga;12
morality;religion;judisk;12
morality;religion;slöja;12
morality;religion;hijab;12
morality;religion;burka;12
morality;religion;moskn;12
morality;religion;mosk;12
morality;religion;muslim;12
morality;moral;anständig;13
morality;moral;berömvärd;13
morality;moral;etik;13
morality;moral;heligt;13
morality;moral;moral;13
morality;moral;oanständig;13
morality;moral;oheligt;13
morality;moral;omoralisk;13
morality;moral;oskuldsfull;13
morality;moral;principer;13
morality;moral;synd;13
morality;moral;ärlig;13
education;education;daghem;14
education;education;elever;14
education;education;förskolepolitik;14
education;education;förskoleverksamhet;14
education;education;kunnig;14
education;education;kunskap;14
education;education;lärare;14
education;education;lärdom;14
education;education;lärdomar;14
education;education;okunnig;14
education;education;rektor;14
education;education;sex_och_samlevnad;14
education;education;sexual_och_samlevnadsundervisning;14
education;education;sexualkunskap;14
education;education;skola;14
education;education;skolfrågor;14
education;education;skollagen;14
education;education;skollagens;14
education;education;skolminister;14
education;education;skolministerns;14
education;education;skolmyndighet;14
education;education;skolpolitiken;14
education;education;skolpolitisk;14
education;education;skolverket;14
education;education;skolöverstyrelse;14
education;education;studenter;14
education;education;undervisning;14
education;education;utbildas;14
education;education;utbildning;14
education;education;utbildningsminister;14
education;education;utbildningsministern;14
relationship;relationship;flickvän;15
relationship;relationship;förhållanden;15
relationship;relationship;pojkvän;15
relationship;relationship;sambo;15
relationship;relationship;samboende;15
relationship;relationship;samlevnad;15
relationship;relationship;registrerat_partnerskap;15
relationship;relationship;förlova;15
relationship;relationship;förlovning;15
relationship;relationship;änka;15
relationship;relationship;gifta_sig;15
relationship;relationship;partner;15
relationship;relationship;änkling;15
relationship;relationship;skilja;15
relationship;relationship;skilsmässa;15
relationship;relationship;äktenskap;15
relationship;family;barnbarn;16
relationship;family;barnfamilj;16
relationship;family;barnfamiljerna;16
relationship;family;bror;16
relationship;family;ensamstående;16
relationship;family;ensamstående_mammor;16
relationship;family;ensamstående_mödrar;16
relationship;family;ensamstående_pappor;16
relationship;family;familj;16
relationship;family;farföräldrar;16
relationship;family;farmor;16
relationship;family;förälder;16
relationship;family;föräldrar;16
relationship;family;gifta;16
relationship;family;hustru;16
relationship;family;lillasyster;16
relationship;family;lillebror;16
relationship;family;maka;16
relationship;family;make;16
relationship;family;mamma;16
relationship;family;morfar;16
relationship;family;morföräldrar;16
relationship;family;mormor;16
relationship;family;pappa;16
relationship;family;storasyster;16
relationship;family;storebror;16
relationship;family;syskon;16
relationship;family;syster;16
other;politician;palme;17
other;politician;palmes;17
other;politician;ullsten;17
other;politician;thorbjörn_fälldin;17
other;politician;fälldin;17
other;politician;olof_palme;17
other;politician;lisbet_palme;17
other;politician;komstedt ;17
other;politician;yngveson;17
other;politician;larz;17
other;politician;ulric;17
other;politician;ola;17
other;politician;brattberg;17
other;politician;ylva_johansson;17
other;politician;serneke;17
other;politician;ola_ullsten;17
other;politician;statsminister;17
other;politician;lagercrantz;17
other;politician;fredrik_von_otter;17
other;politician;johan_ramstedt;17
other;politician;christian_lundeberg;17
other;politician;karl_staaff;17
other;politician;arvid_lindman;17
other;politician;hjalmar_hammarskjöld;17
other;politician;carl_swartz;17
other;politician;nils_eden;17
other;politician;hjalmar_branting;17
other;politician;louis_de_geer;17
other;politician;oscar_von_sydow;17
other;politician;ernst_trygger;17
other;politician;rickard_sandler;17
other;politician;carl_gustaf_ekman;17
other;politician;felix_hamrin;17
other;politician;per_albin_hansson;17
other;politician;axel_pehrsonbramstorp;17
other;politician;tage_erlander;17
other;politician;olof_palme;17
other;politician;thorbjörn_fälldin;17
other;politician;ola_ullsten;17
other;politician;ingvar_carlsson;17
other;politician;carl_bildt;17
other;politician;göran_persson;17
other;politician;fredrik_reinfeldt;17
other;politician;stefan_löfven;17
other;politician;magdalena_andersson;17
other;conflicts;hamas;18
other;conflicts;gaza;18
other;conflicts;israel;18
other;conflicts;palestinska;18
other;conflicts;israeliska;18
other;conflicts;kosovo;18
other;conflicts;serbien;18
other;conflicts;centralafrikanska_republiken;18
other;conflicts;sudan;18
other;conflicts;sydsudan;18
other;conflicts;israels;18
other;conflicts;förintelsen;18
other;conflicts;auschwitz ;18
other;conflicts;andra_världskriget;18
other;conflicts;första_världskriget;18
other;conflicts;eichmann;18
other;conflicts;nazisterna;18
other;conflicts;antisemitism;18
other;conflicts;nazister;18
other;conflicts;antisemitiska;18
other;conflicts;nazismen;18
other;conflicts;antisemitismen ;18
other;conflicts;nazisternas;18
other;conflicts;hitler;18
other;international_politics;polen;19
other;international_politics;pis;19
other;international_politics;ungern;19
other;international_politics;viktor_orban;19
other;international_politics;ungerska;19
other;international_politics;polska;19
other;international_politics;polens;19
other;international_politics;ungerns;19
other;drugs;narkotika;20
other;drugs;droger;20
other;drugs;cannabis;20
other;drugs;missbrukare;20
other;drugs;tullen;20
other;drugs;amfetamin;20
other;drugs;lvm;20
other;drugs;lagen_om_vård_av_missbrukare;20
other;drugs;kokain;20
other;drugs;marijuana;20
other;drugs;thc;20
other;drugs;ecstasy;20
other;drugs;mdma;20
other;drugs;knark;20
other;drugs;lsd;20
other;drugs;hasch ;20
culture;culture;scenen;21
culture;culture;scenen;21
culture;culture;akten;21
culture;culture;stycket;21
culture;culture;roll;21
culture;culture;skådespelare;21
culture;culture;skådespelerska;21
culture;culture;spelet;21
culture;culture;handlingen;21
culture;culture;dramat;21
culture;culture;pjäsen;21
culture;culture;dramat;21
culture;culture;spel;21
culture;culture;scenen;21
culture;culture;scen;21
culture;culture;föreställning;21
culture;culture;föreställningen;21
culture;culture;dramatiska;21
culture;culture;dramatisk;21
culture;culture;regi;21
culture;culture;publik;21
culture;culture;publiken;21
culture;culture;regin;21
culture;culture;regins;21
culture;culture;rollens;21
culture;culture;biroll;21
culture;culture;birollerna;21
culture;culture;dödsscenen;21
culture;culture;karaktärsstudie ;21
culture;culture;film;21
culture;culture;bok;21
culture;culture;böcker;21
culture;culture;musik;21
culture;culture;dirigent;21
culture;culture;replik;21
culture;culture;replikernas;21
culture;culture;pyramus;21
culture;culture;chargerad;21
culture;culture;tvspel;21
culture;culture;datorspel;21
culture;culture;konsert;21
culture;culture;dans;21
culture;culture;handling;21
anti;countries;palestina;-1
anti;countries;albanien;-1
anti;countries;algeriet;-1
anti;countries;andorra;-1
anti;countries;angola;-1
anti;countries;antigua_och_barbuda;-1
anti;countries;argentina;-1
anti;countries;armenien;-1
anti;countries;australien;-1
anti;countries;azerbajdzjan;-1
anti;countries;bahamas;-1
anti;countries;bahrain;-1
anti;countries;bangladesh;-1
anti;countries;barbados;-1
anti;countries;belarus;-1
anti;countries;belgien;-1
anti;countries;belize;-1
anti;countries;benin;-1
anti;countries;bhutan;-1
anti;countries;bolivia;-1
anti;countries;bosnien och hercegovina;-1
anti;countries;botswana;-1
anti;countries;brasilien;-1
anti;countries;brunei;-1
anti;countries;bulgarien;-1
anti;countries;burkina_faso;-1
anti;countries;burundi;-1
anti;countries;centralafrikanska_republiken;-1
anti;countries;chile;-1
anti;countries;colombia;-1
anti;countries;costa_rica;-1
anti;countries;cypern;-1
anti;countries;danmark;-1
anti;countries;djibouti;-1
anti;countries;dominica;-1
anti;countries;dominikanska_republiken;-1
anti;countries;ecuador;-1
anti;countries;egypten;-1
anti;countries;ekvatorialguinea;-1
anti;countries;elfenbenskusten;-1
anti;countries;el_salvador;-1
anti;countries;eritrea;-1
anti;countries;estland;-1
anti;countries;etiopien;-1
anti;countries;fiji;-1
anti;countries;filippinerna;-1
anti;countries;finland;-1
anti;countries;frankrike;-1
anti;countries;förenade_arabemiraten;-1
anti;countries;gabon;-1
anti;countries;gambia;-1
anti;countries;georgien;-1
anti;countries;ghana;-1
anti;countries;grekland;-1
anti;countries;grenada;-1
anti;countries;guatemala;-1
anti;countries;guinea;-1
anti;countries;guinea-bissau;-1
anti;countries;guyana;-1
anti;countries;haiti;-1
anti;countries;honduras;-1
anti;countries;indien;-1
anti;countries;indonesien;-1
anti;countries;irak;-1
anti;countries;iran;-1
anti;countries;irland;-1
anti;countries;island;-1
anti;countries;israel;-1
anti;countries;italien;-1
anti;countries;jamaica;-1
anti;countries;japan;-1
anti;countries;jemen;-1
anti;countries;jordanien;-1
anti;countries;kambodja;-1
anti;countries;kamerun;-1
anti;countries;kanada;-1
anti;countries;kap_verde;-1
anti;countries;kazakstan;-1
anti;countries;kenya;-1
anti;countries;kina;-1
anti;countries;kirgizistan;-1
anti;countries;kiribati;-1
anti;countries;komorerna;-1
anti;countries;kongo-brazzaville;-1
anti;countries;kongo-kinshasa;-1
anti;countries;kroatien;-1
anti;countries;kuba;-1
anti;countries;kosovo;-1
anti;countries;kuwait;-1
anti;countries;laos;-1
anti;countries;lesotho;-1
anti;countries;lettland;-1
anti;countries;libanon;-1
anti;countries;liberia;-1
anti;countries;libyen;-1
anti;countries;liechtenstein;-1
anti;countries;litauen;-1
anti;countries;luxemburg;-1
anti;countries;madagaskar;-1
anti;countries;malawi;-1
anti;countries;malaysia;-1
anti;countries;maldiverna;-1
anti;countries;mali;-1
anti;countries;malta;-1
anti;countries;marocko;-1
anti;countries;marshallöarna;-1
anti;countries;mauretanien;-1
anti;countries;mauritius;-1
anti;countries;mexiko;-1
anti;countries;mikronesiska_federationen;-1
anti;countries;moçambique;-1
anti;countries;moldavien;-1
anti;countries;monaco;-1
anti;countries;montenegro;-1
anti;countries;mongoliet;-1
anti;countries;myanmar;-1
anti;countries;namibia;-1
anti;countries;nauru;-1
anti;countries;nederländerna;-1
anti;countries;nepal;-1
anti;countries;nicaragua;-1
anti;countries;niger;-1
anti;countries;nigeria;-1
anti;countries;nordkorea;-1
anti;countries;nordmakedonien;-1
anti;countries;norge;-1
anti;countries;nya_zeeland;-1
anti;countries;oman;-1
anti;countries;pakistan;-1
anti;countries;palau;-1
anti;countries;panama;-1
anti;countries;papua_nya_guinea;-1
anti;countries;paraguay;-1
anti;countries;peru;-1
anti;countries;polen;-1
anti;countries;portugal;-1
anti;countries;qatar;-1
anti;countries;rumänien;-1
anti;countries;rwanda;-1
anti;countries;ryssland;-1
anti;countries;saint_kitts_och_nevis;-1
anti;countries;saint_lucia;-1
anti;countries;saint_vincent_och_grenadinerna;-1
anti;countries;salomonöarna;-1
anti;countries;samoa;-1
anti;countries;san_marino;-1
anti;countries;são_tomé_och_príncipe;-1
anti;countries;saudiarabien;-1
anti;countries;schweiz;-1
anti;countries;senegal;-1
anti;countries;seychellerna;-1
anti;countries;serbien;-1
anti;countries;sierra_leone;-1
anti;countries;singapore;-1
anti;countries;slovakien;-1
anti;countries;slovenien;-1
anti;countries;somalia;-1
anti;countries;spanien;-1
anti;countries;sri_lanka;-1
anti;countries;storbritannien;-1
anti;countries;sudan;-1
anti;countries;surinam;-1
anti;countries;sverige;-1
anti;countries;swaziland;-1
anti;countries;sydafrika;-1
anti;countries;sydkorea;-1
anti;countries;sydsudan;-1
anti;countries;syrien;-1
anti;countries;tadzjikistan;-1
anti;countries;tanzania;-1
anti;countries;tchad;-1
anti;countries;thailand;-1
anti;countries;tjeckien;-1
anti;countries;togo;-1
anti;countries;tonga;-1
anti;countries;trinidad_och_tobago;-1
anti;countries;tunisien;-1
anti;countries;turkiet;-1
anti;countries;turkmenistan;-1
anti;countries;tuvalu;-1
anti;countries;tyskland;-1
anti;countries;uganda;-1
anti;countries;ukraina;-1
anti;countries;ungern;-1
anti;countries;uruguay;-1
anti;countries;usa;-1
anti;countries;uzbekistan;-1
anti;countries;vanuatu;-1
anti;countries;vatikanstaten;-1
anti;countries;venezuela;-1
anti;countries;vietnam;-1
anti;countries;zambia;-1
anti;countries;zimbabwe;-1
anti;countries;österrike;-1
anti;countries;östtimor;-1
anti;std/sexual health;coronavirus;-1
anti;std/sexual health;covid-19;-1
anti;std/sexual health;tegnell;-1
anti;std/sexual health;deltavarianten;-1
anti;std/sexual health;covid;-1
anti;gender identity;palme;-1
anti;gender identity;palmes;-1
anti;gender identity;ullsten;-1
anti;gender identity;thorbjörn_fälldin;-1
anti;gender identity;fälldin;-1
anti;gender identity;olof_palme;-1
anti;gender identity;lisbet_palme;-1
anti;gender identity;komstedt ;-1
anti;gender identity;yngveson;-1
anti;gender identity;larz;-1
anti;gender identity;ulric;-1
anti;gender identity;ola;-1
anti;gender identity;brattberg;-1
anti;gender identity;ylva_johansson;-1
anti;gender identity;serneke;-1
anti;gender identity;ola_ullsten;-1
anti;gender identity;statsminister;-1
anti;gender identity;lagercrantz;-1
anti;gender identity;fredrik_von_otter;-1
anti;gender identity;johan_ramstedt;-1
anti;gender identity;christian_lundeberg;-1
anti;gender identity;karl_staaff;-1
anti;gender identity;arvid_lindman;-1
anti;gender identity;hjalmar_hammarskjöld;-1
anti;gender identity;carl_swartz;-1
anti;gender identity;nils_eden;-1
anti;gender identity;hjalmar_branting;-1
anti;gender identity;louis_de_geer;-1
anti;gender identity;oscar_von_sydow;-1
anti;gender identity;ernst_trygger;-1
anti;gender identity;rickard_sandler;-1
anti;gender identity;carl_gustaf_ekman;-1
anti;gender identity;felix_hamrin;-1
anti;gender identity;per_albin_hansson;-1
anti;gender identity;axel_pehrsonbramstorp;-1
anti;gender identity;tage_erlander;-1
anti;gender identity;olof_palme;-1
anti;gender identity;thorbjörn_fälldin;-1
anti;gender identity;ola_ullsten;-1
anti;gender identity;ingvar_carlsson;-1
anti;gender identity;carl_bildt;-1
anti;gender identity;göran_persson;-1
anti;gender identity;fredrik_reinfeldt;-1
anti;gender identity;stefan_löfven;-1
anti;gender identity;magdalena_andersson;-1
anti;sexual crimes;årige;-1
anti;sexual crimes;åringen;-1
anti;lust;dikterna;-1
anti;lust;dikter;-1
anti;lust;poet;-1
anti;lust;dikt;-1
